"","zip","bail_amount"
"6712","17543",50000
"6713","19122",10000
"6714","19123",25000
"6715","19120",0
"6716","19134",3e+05
"6717","19123",0
"6719","19124",50000
"6720","19140",0
"6721","19111",10000
"6722","19122",50000
"6723","19146",0
"6724","19136",0
"6725","19120",25000
"6726","19142",0
"6727","19142",450000
"6728","19134",0
"6729","19123",25000
"6730","19121",20000
"6731","19134",0
"6732","19143",50000
"6733","19123",0
"6734","19124",0
"6735","19138",10000
"6736","19007",0
"6738","19130",2e+06
"6739","19123",0
"6740","19111",5000
"6741","19142",10000
"6742","19132",10000
"6743","19126",5000
"6744","19126",15000
"6745","19139",0
"6746","19136",25000
"6748","19124",1e+06
"6749","19142",0
"6750","19150",250000
"6751","19104",5e+05
"6752","19134",15000
"6753","19123",0
"6754","8505",0
"6755","19123",50000
"6757","19150",250000
"6758","17543",10000
"6759","19121",1e+05
"6761","19122",0
"6762","19094",1e+05
"6763","19138",10000
"6764","19139",10000
"6765","19131",1e+05
"6766","19135",1e+05
"6767","19111",7500
"6768","19143",35000
"6770","19134",20000
"6771","19121",50000
"6772","19131",0
"6773","19138",30000
"6774","19140",0
"6775","19132",0
"6776","19146",50000
"6777","19134",20000
"6778","19125",0
"6779","19135",50000
"6780","19142",0
"6781","19135",1e+05
"6782","19139",5000
"6783","19121",10000
"6784","19140",10000
"6785","19121",0
"6786","19119",40000
"6787","19111",15000
"6788","19133",30000
"6789","19134",0
"6790","19132",1e+05
"6791","19143",5000
"6792","19120",50000
"6793","19122",30000
"6794","19131",0
"6795","19140",10000
"6796","19134",75000
"6797","19121",0
"6798","19134",20000
"6799","12306",250000
"6801","19106",25000
"6802","19111",0
"6803","19131",3000
"6804","19134",10000
"6805","19123",2500
"6806","19132",35000
"6807","19144",0
"6808","19135",0
"6809","19132",0
"6810","19141",25000
"6811","19138",20000
"6812","19106",0
"6814","19124",2e+06
"6815","19118",10000
"6816","19134",0
"6817","19139",300
"6818","19133",0
"6819","19151-3101",0
"6820","19120",25000
"6821","19133",10000
"6822","19100",2500
"6823","19134",0
"6824","19134",75000
"6826","19140",25000
"6827","19132",25000
"6828","19120",25000
"6829","19151",12000
"6830","19146",5000
"6831","19118",5000
"6832","19134",0
"6833","19132",10000
"6834","19100",2500
"6835","19122",25000
"6836","19120",25000
"6837","18966",0
"6838","19143",5e+05
"6839","19124",10000
"6840","19143",50000
"6841","19140",0
"6842","19132-0205",75000
"6844","19018",0
"6845","19132",0
"6846","19140",15000
"6847","19073",12500
"6848","19124",0
"6849","19135",0
"6850","19134",10000
"6851","19132",5e+05
"6852","19140",0
"6853","19124",150000
"6854","19151",25000
"6855","19129",75000
"6856","19149",0
"6857","19132",5000
"6858","19134",0
"6859","19140",10000
"6860","19124",3e+05
"6861","19006",0
"6862","17603",25000
"6863","19154",5000
"6864","19131",0
"6865","19139",0
"6866","19143",25000
"6867","19135",0
"6868","19141",0
"6869","19120",10000
"6870","19154",5000
"6871","19149",75000
"6872","19123",25000
"6873","19107",5000
"6875","19123",5000
"6876","19132",75000
"6877","19130",0
"6878","19143",5000
"6879","19124",20000
"6880","19012",0
"6881","19116",0
"6882","19126",0
"6883","19132",25000
"6884","19139",0
"6885","19144",0
"6886","19107",15000
"6887","19133",5000
"6888","19140",7500
"6889","19140",0
"6890","19119",0
"6891","19134",50000
"6892","19012",0
"6893","19149",2e+05
"6894","19138",10000
"6895","19121",5000
"6896","19134",5000
"6897","19120",12000
"6898","19139",20000
"6899","19120",5000
"6900","19139",0
"6901","19141",0
"6902","19134",0
"6903","19140-4820",25000
"6904","19140",10000
"6905","19111",30000
"6906","19125",20000
"6907","18976",0
"6908","19134",0
"6909","19111",25000
"6910","19140",50000
"6911","19140",5000
"6912","21229",20000
"6913","19140",0
"6914","19144",5000
"6915","19102",0
"6916","19146",0
"6917","19116",2e+05
"6918","19149",0
"6920","19134",10000
"6921","19120",0
"6922","19468",0
"6923","19146",10000
"6924","19131",25000
"6926","21921",0
"6927","19131",15000
"6928","19148",25000
"6929","19149",10000
"6930","19138",0
"6931","19149",1e+05
"6932","19122",0
"6933","19136",0
"6934","19144",30000
"6935","19131",7500
"6936","19134",20000
"6937","19151",5000
"6938","19125",25000
"6939","19138",1e+05
"6940","19140",0
"6941","19144",0
"6942","19138",0
"6943","19145",5000
"6944","19147",2500
"6945","19134",5000
"6946","19134",0
"6947","19138",25000
"6948","19143",0
"6949","19134",40000
"6950","19139",10000
"6951","19136",35000
"6952","19146",50000
"6954","19124",0
"6955","19134",250000
"6956","19144",0
"6958","19139",5000
"6959","19142",55300
"6960","19140",250000
"6961","19148",0
"6962","19020",0
"6964","19121",5000
"6965","19134",0
"6966","19146",5000
"6967","19124",5000
"6968","19120",10000
"6969","19120",30000
"6970","19124",0
"6972","19123",20000
"6973","19124",50000
"6974","19140",250000
"6975","19126",5000
"6976","19151",0
"6977","19151",5000
"6979","19134",0
"6981","19134",15000
"6982","19140",0
"6983","19140",20000
"6984","19135",40000
"6985","19124",50000
"6986","19143",10000
"6987","19121",5000
"6988","19150",0
"6989","19134",50000
"6990","19134",50000
"6991","19140",0
"6992","19121",30000
"6993","19124",2500
"6994","19082",10000
"6995","19124",350000
"6996","19139",25000
"6997","19144",0
"6998","19134",25000
"6999","19111",0
"7000","19142",0
"7001","19124",50000
"7002","19033",0
"7004","19131",5000
"7005","19154",0
"7006","8104",0
"7007","19120",25000
"7009","19144",20000
"7010","18355",250000
"7011","19146",3700
"7012","19121",0
"7013","18976",10000
"7014","19144",50000
"7015","19144",50000
"7016","19140",1e+05
"7017","19124",20000
"7018","19145",10000
"7019","19139",0
"7020","08075-3224",0
"7021","19149",5000
"7022","19120",25000
"7023","19139",250000
"7024","19140",1e+05
"7025","19141",2500
"7026","19144",5000
"7027","19135",0
"7028","19138",3500
"7029","19139",5000
"7030","19142",25000
"7031","19148",10000
"7032","19136",0
"7033","18015",2e+05
"7034","19140",25000
"7035","19152",7500
"7036","19132",75000
"7037","19138",15100
"7038","19096",10000
"7039","19143",15000
"7040","19150",2500
"7041","19120",75000
"7042","19148",50000
"7043","19134",50000
"7044","19152",5000
"7045","19139",35000
"7046","19143",5000
"7047","19143",50000
"7048","19141",25000
"7049","19144",5000
"7050","19139",0
"7051","19150",1e+05
"7052","19111",0
"7053","19139",15000
"7054","19143",25000
"7055","18015",2e+05
"7056","19124",25000
"7057","19121",25000
"7058","19145",25000
"7059","19134",40000
"7060","78723",0
"7061","19131",25000
"7063","19132",50000
"7064","19144",250000
"7065","19141",150000
"7066","19124",50000
"7067","19013",50000
"7068","19138",0
"7069","19147",25000
"7070","19144",10000
"7071","19132",0
"7072","19390",0
"7073","19111",40000
"7074","19124",5000
"7075","19126",0
"7076","19139",0
"7077","19030",10000
"7078","19138",0
"7079","19050",3e+05
"7080","19132",0
"7081","19143",0
"7082","19132",50000
"7083","19141",5e+05
"7084","19134",250000
"7085","19140",150000
"7086","19131",10000
"7087","19140",0
"7088","19131",0
"7089","19144",250000
"7090","19133",25000
"7091","19132",750000
"7092","19133",3e+05
"7093","19143",20000
"7094","19140",2500
"7095","8054",0
"7096","19120",25000
"7097","19120",0
"7098","19131",2e+05
"7099","19128",10000
"7100","19132",0
"7101","19050",5e+05
"7102","19132",0
"7103","19148",0
"7104","19140",5e+05
"7105","19125",0
"7107","19143",5000
"7108","19124",5000
"7109","19130",10000
"7110","19131",0
"7111","19154",0
"7112","19151",0
"7113","19033",0
"7114","19104",10000
"7115","19142",7500
"7116","19140",150000
"7117","19100",10000
"7118","19145",5000
"7119","19149",1e+05
"7121","19134",20000
"7122","19104",5000
"7123","19133",25000
"7124","19154",0
"7125","19143",250000
"7126","19018",0
"7127","19122",0
"7129","19050",15000
"7130","19132",10000
"7131","19082",0
"7132","19139",0
"7133","19007",50000
"7137","19129",0
"7138","19152",5000
"7139","19131",10000
"7140","19145",0
"7142","19148",20000
"7143","19140",25000
"7145","19134",125000
"7146","19149",25000
"7147","19082",0
"7148","19124",250000
"7149","34748",10000
"7150","19145",0
"7152","19145",5000
"7153","19148",75000
"7154","19135",15000
"7155","19151",25000
"7156","18974",25000
"7157","19140",10000
"7158","19138",25000
"7159","19143",0
"7160","19135",150000
"7161","19132",0
"7162","19140",50000
"7163","19124",0
"7164","19141",15000
"7165","19095",5000
"7166","19131",1e+05
"7167","19139",75000
"7168","19050",50000
"7169","19140",50000
"7170","19124",15000
"7171","19104",250000
"7172","19135",0
"7173","19124",150000
"7174","19125",2e+05
"7175","19143",0
"7176","19120",0
"7177","19139",300
"7178","17043",5000
"7179","19121",10000
"7181","19153",2e+05
"7182","19150",0
"7183","19134",50000
"7184","19148",0
"7185","19124",0
"7186","19126",10000
"7187","19132",0
"7188","19120",0
"7190","19121",15000
"7191","19120",25000
"7192","19124",25000
"7193","19120",0
"7194","19139",2500
"7195","19140",5000
"7196","19124",2e+05
"7197","19146",7500
"7198","19149",0
"7200","19132",0
"7201","19143",50000
"7202","19120",10000
"7203","19124",150000
"7204","19137",0
"7205","68046",0
"7206","19132",0
"7207","19136",5e+05
"7208","19120",0
"7209","19139",50000
"7210","19139",0
"7211","19090",50000
"7212","19135",20000
"7213","19132",150000
"7214","19124",0
"7215","19013",0
"7216","19135",5000
"7217","19154",1e+05
"7218","10029",10000
"7219","19139",25000
"7220","19134",5000
"7221","19138",0
"7222","19131",10000
"7223","19145",0
"7224","19134",10000
"7225","19154",1e+05
"7226","19139",0
"7227","19090",50000
"7228","19135",20000
"7229","19131",150000
"7230","19119",5000
"7231","10029",10000
"7232","19131",50000
"7233","8057",0
"7234","19140",20000
"7235","18621",75000
"7236","19150",5e+05
"7238","19120",0
"7239","19111",0
"7240","19140",5000
"7241","19140",10000
"7242","19104",5000
"7243","19140",50000
"7244","19154",5000
"7246","19138",250000
"7247","19138",15000
"7248","19121",10000
"7249","19111",50000
"7250","19132",0
"7251","19135",25000
"7252","19140",5000
"7254","19706",10000
"7255","19140",1e+05
"7256","19133",0
"7258","19150",5000
"7259","19123",0
"7260","19143",10000
"7261","19132",10000
"7262","19121",350000
"7263","19153",30000
"7264","19120",250000
"7265","19151",25000
"7266","19131",2e+05
"7268","19142",10000
"7269","19121",0
"7270","19124",10000
"7272","57702",0
"7273","19144",0
"7274","19142",0
"7275","19120-2505",10000
"7276","19142",2500
"7278","19121",0
"7279","19144",30000
"7280","19139",75000
"7282","19143",0
"7283","19134",50000
"7284","19119",0
"7285","19132",0
"7286","19100",250000
"7287","19104",75000
"7288","19124",25000
"7289","19141",40000
"7290","19119",50000
"7291","19138",0
"7292","19131",5000
"7293","19142",10000
"7294","19124",0
"7295","19120",5000
"7296","19142",10000
"7297","18102",0
"7298","19121",0
"7299","19139",75000
"7300","19106",0
"7301","19149",1e+05
"7303","19139",15000
"7304","19100",1e+05
"7305","19142",0
"7306","19056",0
"7307","19120",7500
"7308","19121",0
"7309","19149",50000
"7310","19082",0
"7311","2324",250000
"7312","19083",0
"7313","19124",25000
"7314","19150",15000
"7315","19115",7500
"7316","19111",250000
"7317","19124",25000
"7318","19121",0
"7319","19134",25000
"7320","19130",2500
"7321","19136",0
"7322","19140",10000
"7323","19144",10000
"7324","19135",50000
"7325","19140",0
"7326","19140",1e+05
"7327","19140",0
"7328","19133",250000
"7329","19104",0
"7330","19150-2508",150000
"7331","19132",0
"7332","19023",50000
"7333","19199-9999",5000
"7334","19134",10000
"7335","19121",10000
"7337","19056",500
"7338","19134",25000
"7339","19142",30000
"7340","19121",50000
"7341","19116",10000
"7342","19138",30000
"7343","19082",10000
"7344","19141",0
"7345","19147",0
"7346","19140",9e+05
"7347","19124",20000
"7348","19006",0
"7349","19143",7500
"7350","19132",10000
"7351","19120",0
"7352","19154",1e+05
"7353","19124",0
"7354","19122",15000
"7355","19124",25000
"7356","19144",25000
"7357","19145",250000
"7358","19075",25000
"7359","19134",5000
"7360","19140",0
"7361","19123",5000
"7362","19151",7500
"7363","19134",0
"7364","19115",25000
"7365","19147",0
"7366","19140",3700
"7367","19142",10000
"7368","19121",50000
"7370","19140",50000
"7371","19145",0
"7372","19124",0
"7373","19124",60000
"7374","19138",0
"7375","19126",2500
"7376","19131",15000
"7377","19130",0
"7378","19055",0
"7379","19133",150000
"7380","19145",0
"7381","19124",40000
"7382","19121",50000
"7383","19141",0
"7384","19121",0
"7385","19131",15000
"7387","19145",0
"7388","19134",10000
"7389","19143",50000
"7390","18938",15000
"7391","19121",0
"7392","19142",350000
"7393","19140",10000
"7394","19111",0
"7395","19124",0
"7396","19138",5000
"7397","19137",0
"7398","19036",0
"7399","19134",0
"7400","19140",10000
"7401","19137",15000
"7402","19133",0
"7404","19120",350000
"7406","19134",250000
"7407","19133",30000
"7408","19151",125000
"7409","19121",0
"7410","19140",0
"7411","19151",30000
"7412","19133",0
"7413","19120",5000
"7414","19138",5000
"7415","19111",25000
"7416","19140",15000
"7417","19132",25000
"7419","19143",10000
"7420","19134",0
"7421","19145",0
"7424","19120",1e+05
"7425","19104",5000
"7426","19134",40000
"7427","19144",50000
"7429","19133",0
"7431","19135",10000
"7432","19140",5000
"7433","19131",0
"7434","19141",0
"7435","19121",0
"7436","19135",30000
"7437","19132",50000
"7438","19146",5000
"7439","19124",2500
"7440","19133",5000
"7441","19134",0
"7442","17701",50000
"7443","19141",50000
"7444","19133",0
"7445","19136",0
"7447","19120",10000
"7448","19123",3e+05
"7449","19111",10000
"7450","19141",0
"7451","19104",0
"7452","19145",1e+05
"7454","19140",5000
"7455","19053",0
"7456","19142",5000
"7457","19145",0
"7458","19132",1e+05
"7459","191",1e+05
"7460","19050",10000
"7461","19141",0
"7462","19114",0
"7463","19120",25000
"7464","19143",15000
"7465","19128",0
"7466","19111",0
"7467","19138",10000
"7468","19132",0
"7469","19132",1e+05
"7470","19131",5000
"7471","19120",7500
"7472","19151",5000
"7473","19120",1e+05
"7474","19135",0
"7475","19135",150000
"7476","19126",5000
"7477","19141",0
"7478","19149",0
"7479","19151",50000
"7480","19135",150000
"7481","19131",75000
"7482","19132",50000
"7483","19137",0
"7484","19104",0
"7485","19131",5000
"7486","19150",5000
"7487","19140",5000
"7488","19134",25000
"7489","19121",250000
"7490","19143",5000
"7491","19150",0
"7492","19116",7500
"7493","19142",250000
"7494","19139",1e+05
"7495","19125",250000
"7496","19701",0
"7497","19141",2500
"7498","19124",50000
"7499","19140",600
"7500","27407",1e+05
"7501","19134",15000
"7502","19129",30000
"7503","19134",20000
"7504","19140",5000
"7505","19148",0
"7506","19151",50000
"7507","19140",15000
"7508","19125",250000
"7509","19131",0
"7510","19141",250000
"7511","19141",0
"7512","19134",10000
"7513","19134",10000
"7514","19120",1e+05
"7515","19134",2500
"7516","19082",0
"7517","19139",75000
"7518","19124",30000
"7519","19139",0
"7520","19120",150000
"7521","19134",1e+05
"7522","19124",8000
"7523","19124",0
"7524","19120",50000
"7525","19140",10000
"7526","19120",7500
"7527","19141",0
"7528","19124",15000
"7529","19148",30000
"7530","19139",25000
"7531","19139",75000
"7532","19111",10000
"7533","19119",1e+05
"7534","19147",25000
"7535","19133",20000
"7536","19140",25000
"7538","19145",1e+05
"7539","19139",0
"7540","19143",3000
"7541","19148",5000
"7542","19132",0
"7543","19120",2e+06
"7544","19124",0
"7545","19140",0
"7546","19145",15000
"7547","19120",250000
"7548","19134",0
"7549","19124",250000
"7550","19134",20000
"7551","19120",0
"7552","19133",0
"7553","19132",0
"7554","19132",0
"7555","19139",0
"7556","19140",50000
"7557","19121",50000
"7558","19140",35000
"7559","19606",0
"7560","19138",1e+06
"7562","19121",1e+05
"7563","19122",75000
"7565","19064",50000
"7566","19138",0
"7567","19133",0
"7568","19134",7500
"7569","19133",5000
"7570","19145",25000
"7571","19141",20000
"7572","19132",25000
"7573","19145",40000
"7574","19138",50000
"7575","19150",7500
"7576","19149",0
"7577","19138",1e+06
"7578","19132",10000
"7579","19121",0
"7580","19143",0
"7581","19132",0
"7582","19121",50000
"7584","19134",25000
"7585","19008",0
"7586","19145",1e+05
"7587","19153",0
"7588","19106",0
"7589","19104",7500
"7590","19123",25000
"7591","19134",0
"7592","19104",5000
"7593","19132",0
"7594","19132",0
"7595","19133",10000
"7596","19120",250000
"7597","19133",75000
"7598","19143",30000
"7599","19142",150000
"7600","19150",0
"7601","19154",0
"7603","19121",50000
"7604","19148",80000
"7605","19104",10000
"7606","19075",20000
"7607","19151-0005",1e+05
"7608","19152",0
"7609","19131",50000
"7610","19136",15000
"7611","19000",0
"7613","19124",0
"7614","19119",50000
"7616","19145",50000
"7617","19079",0
"7618","19132",15000
"7619","19111",10000
"7620","19145",30000
"7621","19134",7500
"7622","19111",0
"7623","19153",0
"7624","19151-0005",1e+05
"7625","19139",25000
"7626","19122",0
"7627","19135",25000
"7628","19120",0
"7629","19134",0
"7631","19144",10000
"7634","19119",50000
"7635","19131",0
"7636","19142",50000
"7637","19138",0
"7638","19153",2e+05
"7639","19132",0
"7640","19143",1e+05
"7641","19146",10000
"7642","19144",25000
"7643","19006",5000
"7646","19135",12000
"7647","19138",20000
"7648","19124",0
"7649","19141",50000
"7650","19153",2e+05
"7651","19018",50000
"7652","19135",35000
"7653","19082",50000
"7655","19143",75000
"7656","19401",0
"7657","19143",25000
"7658","19802",15000
"7659","19120",0
"7660","19143",10000
"7661","19141",7500
"7662","19608",0
"7663","19133",25000
"7665","19132",75000
"7666","19134",1e+05
"7667","19018",350000
"7668","19133",75000
"7669","19139",1e+05
"7670","19138",40000
"7671","19139",0
"7672","19136",50000
"7673","19146",50000
"7674","19124",0
"7675","19132",1e+05
"7676","19141",5000
"7677","19132",1e+05
"7678","19134",0
"7679","19144",1e+05
"7680","19121",0
"7682","19143",10000
"7683","19126",150000
"7684","19144",0
"7685","19123",0
"7686","19134",0
"7688","19134",0
"7689","19143",0
"7690","19121",50000
"7691","19140",0
"7692","19124",15000
"7693","19132",15000
"7694","19120",0
"7695","19145",25000
"7696","19145",10000
"7697","19146",300
"7698","19136",0
"7699","19139",20000
"7700","19140",5000
"7701","19132",50000
"7702","19134",5000
"7703","19148",5000
"7704","19121",75000
"7705","19144",50000
"7706","19133",25000
"7707","19124",25000
"7708","19144",9e+05
"7709","19149",10000
"7710","19130",250000
"7711","19136",25000
"7712","19148",5000
"7713","19124",25000
"7714","19141",10000
"7715","19148",10000
"7716","19134",10000
"7717","19140",7500
"7718","19140",20000
"7719","19143",50000
"7721","19140",20000
"7722","19120",50000
"7723","19146",20000
"7724","19135",1e+05
"7726","19151",150000
"7727","19120",10000
"7728","19401",2e+05
"7729","19121",0
"7730","18976",0
"7731","19143",50000
"7732","19122",50000
"7733","19132",10000
"7734","19136",15000
"7735","98023",250000
"7736","19124",50000
"7737","19145",1e+05
"7738","19132",1e+05
"7739","19134",150000
"7740","19401",10000
"7741","19122",50000
"7742","19149",25000
"7743","19136",5000
"7744","19135",50000
"7745","19140",2500
"7746","19134",3e+05
"7748","19120",10000
"7749","8030",150000
"7750","19141",50000
"7751","19138",5000
"7752","8318",0
"7753","19125",10000
"7754","19138",5000
"7755","19132",2000
"7756","19131",25000
"7757","19143",3000
"7758","19139",0
"7759","19121",0
"7760","19149",1e+05
"7762","19132",0
"7763","19139",1e+05
"7764","19124",25000
"7765","19144",0
"7766","19144",5000
"7768","19140",10000
"7769","19132",0
"7770","19140",5000
"7771","19143",5000
"7773","19095",40000
"7774","191",25000
"7775","19067",50000
"7776","19124",25000
"7777","19132",50000
"7778","19140",7500
"7779","19124",0
"7780","19140",5000
"7781","19132",50000
"7782","19139",1e+05
"7783","19122",25000
"7784","19136",6000
"7785","19132",125000
"7786","19136",0
"7787","19137",10000
"7788","19120",7500
"7789","19121",0
"7790","19140",5000
"7791","19120",50000
"7792","19124",2e+06
"7793","19142",0
"7794","19144",5000
"7795","19144",5000
"7797","19081",5000
"7799","19120",5000
"7800","19132",50000
"7801","19149",5000
"7802","19143",150000
"7803","19122",25000
"7804","19702",0
"7805","19144",0
"7806","19124",5000
"7807","19023",25000
"7808","19132",10000
"7809","19139",1e+05
"7810","8234",50000
"7812","19120",0
"7813","08110-2516",0
"7814","19134",10000
"7815","19144",0
"7816","19094",0
"7817","19140",20000
"7818","19139",2500
"7819","19131",150000
"7820","19149",0
"7821","19100",75000
"7822","19133",10000
"7823","19140",0
"7824","19120",0
"7825","19133",0
"7826","19144",75000
"7827","19122",10000
"7828","19132",50000
"7829","19122",2500
"7830","19140",0
"7831","19050",0
"7832","19125",5000
"7833","19120",1e+05
"7834","19140",0
"7835","19145",0
"7837","19134",15000
"7838","19140",3e+05
"7839","19132",0
"7840","19104",5000
"7841","17356",3e+05
"7842","19079",0
"7843","19149",250000
"7844","19147",10000
"7845","19147",2500
"7846","19116",5000
"7847","19122",25000
"7848","19131",75000
"7849","19116",0
"7850","19139",25000
"7851","19122",2500
"7852","19140",0
"7853","19143",25000
"7854","19141",10000
"7855","19136",25000
"7856","19135",5000
"7858","19151",0
"7859","19151",0
"7860","19113",0
"7861","19107",0
"7862","19140",3500
"7863","19120",25000
"7864","19131",25000
"7865","19122",0
"7866","19132",10000
"7867","19135",5000
"7868","19141",10000
"7869","19138",0
"7870","19143",0
"7871","19143",50000
"7872","19148",50000
"7874","19136",0
"7875","19139",0
"7876","19134",0
"7878","19135",5000
"7879","19124",10000
"7880","19067",10000
"7881","19134",0
"7882","19143",0
"7883","19152",25000
"7884","19061",0
"7885","19120",150000
"7886","19140",0
"7887","19143",0
"7888","19139",2e+05
"7889","19138",2e+06
"7890","19120",35000
"7891","19151",25000
"7892","19124",0
"7893","19132",0
"7894","19132",5000
"7895","19132",25000
"7896","19139",10000
"7897","19140",15000
"7898","19134",150000
"7899","19121",3500
"7900","19144",10000
"7901","19124",50000
"7902","19104",12500
"7903","19138",15000
"7904","19104",0
"7905","19125",0
"7906","19140",15000
"7907","19120",3e+06
"7908","19111",10000
"7909","19103",0
"7910","19121",25000
"7911","19144",10000
"7912","19144",10000
"7913","19120",15000
"7914","19143",75000
"7916","19134",0
"7917","19119",12500
"7919","19134",60000
"7920","19107",0
"7921","19143",5000
"7923","19134",50000
"7924","19141",30000
"7925","19132",0
"7926","19144",20000
"7927","19082",25000
"7928","19145",15000
"7929","19140",125000
"7930","19121",0
"7931","19134",10000
"7932","19123",5000
"7933","19120",90000
"7934","19124",50000
"7935","19124",15000
"7936","19124",0
"7937","19120",1e+05
"7938","19100",20000
"7939","19135",15000
"7940","19125",7500
"7941","24401",10000
"7942","19143",2e+06
"7944","19124",5000
"7945","19144",12000
"7946","19151",1000
"7947","19142",20000
"7948","19143",25000
"7949","19142",999999
"7950","19132",75000
"7951","19082",0
"7953","19124",0
"7954","19132",0
"7955","19121",15000
"7956","19145",0
"7957","19148",0
"7958","19143",5000
"7961","19140",3e+05
"7962","19151",25000
"7963","19143",0
"7964","19154",0
"7965","19124",5000
"7966","19144",250000
"7967","19121",0
"7968","19124",2500
"7969","19132",25000
"7970","19121",35000
"7971","19133",6700
"7972","19142",10000
"7973","19145",0
"7974","19124",0
"7975","19121",0
"7976","19111",20000
"7977","19144",10000
"7978","19138",0
"7979","19132",0
"7980","19144",0
"7981","19146",0
"7982","19120",2e+06
"7983","19144",1000
"7984","19152",2e+05
"7985","19144",0
"7986","19149",12000
"7987","19139",5000
"7988","19120",1e+05
"7989","19143",0
"7990","19139",0
"7991","19124",50000
"7992","19146",50000
"7993","8093",6000
"7994","19132",10000
"7995","19111",0
"7996","19140",0
"7997","19115",2500
"7999","19139",20000
"8000","19100",5000
"8001","19128",10000
"8002","19143",75000
"8004","19143",2e+05
"8005","19111",50000
"8006","19135",0
"8007","19141",50000
"8008","19139",0
"8009","19344",0
"8010","19139",20000
"8011","19141",25000
"8012","19119",1e+05
"8013","19120",10000
"8014","19121",15000
"8015","19111",10000
"8016","19115",0
"8018","19120",2500
"8019","19142",50000
"8020","19135",1e+05
"8021","19020",2e+05
"8022","19140",50000
"8023","19141",0
"8024","19143",10000
"8025","19142",25000
"8026","19144",60000
"8027","19120",10000
"8028","19121",12000
"8029","19013",50000
"8030","19013",20000
"8031","19134",25000
"8032","19111",25000
"8033","19132",2500
"8034","19114",1e+05
"8035","19344",0
"8036","19134",10000
"8037","191",0
"8038","19135",20000
"8039","19111",25000
"8040","19149",5000
"8041","19144",25000
"8042","19013",150000
"8043","19149",0
"8044","19140",10000
"8045","19131",8000
"8046","19131",2500
"8047","19138",0
"8048","19152",50000
"8049","19335",0
"8050","19153",0
"8051","19150",10000
"8052","19138",5000
"8053","19139",12500
"8054","19142",0
"8055","19136",150000
"8056","19111",0
"8057","19103",50000
"8058","19142",75000
"8059","19150",150000
"8060","19140",0
"8061","19120",25000
"8062","19138",3e+05
"8063","19132",5000
"8064","19140",15000
"8065","19138",25000
"8066","19124",5000
"8067","19149",250000
"8068","19141",10000
"8069","8006",150000
"8070","19150",25000
"8071","19150",1e+05
"8072","19103",50000
"8073","19141",0
"8074","19139",0
"8075","8012",0
"8076","19134",0
"8077","19139",12500
"8078","19120",10000
"8079","19126",50000
"8080","19150",0
"8081","19143",25000
"8082","19142",5000
"8083","19146",15000
"8085","19141",0
"8086","19142",50000
"8088","19147",25000
"8089","19126",0
"8090","19148",10000
"8091","19140",3500
"8092","19134",75000
"8093","19150",5000
"8094","19131",10000
"8095","19124",25000
"8096","19150",0
"8097","19133",5e+05
"8098","19138",0
"8099","19144",5000
"8100","19124",0
"8101","19132",0
"8102","19144",10000
"8103","19151",5000
"8104","19137",0
"8105","19149",75000
"8106","19126",0
"8108","19140",2e+05
"8109","19150",5000
"8110","19134",2500
"8111","19124",750000
"8112","19138",0
"8113","19135",0
"8114","19140",20000
"8115","19115",50000
"8116","19121",0
"8117","19142",25000
"8118","19141",75000
"8119","19123",50000
"8120","19145",250000
"8121","19124",0
"8122","19140",5000
"8123","19121",0
"8124","19124",25000
"8125","19120",0
"8126","19139",1e+05
"8127","19143",75000
"8128","19134",250000
"8129","19124",20000
"8130","19145",250000
"8131","8046",0
"8132","19134",0
"8133","19149",0
"8134","19142",25000
"8135","19115",50000
"8136","16877",0
"8137","19144",0
"8138","19134",20000
"8139","19082",150000
"8141","19140",50000
"8142","19142",75000
"8143","19143",10000
"8144","19140",5000
"8145","19026",0
"8146","19131",25000
"8148","19143",0
"8149","19139",2e+05
"8150","19140",1e+05
"8151","19134",25000
"8152","19131",0
"8153","19131",30000
"8154","19135",0
"8155","19131",0
"8156","19138",0
"8157","19136",0
"8158","19142",25000
"8159","19139",2e+05
"8160","19151",50000
"8161","19120",0
"8162","19124",5000
"8163","19132",0
"8164","19139",0
"8165","19124",0
"8167","19140",25000
"8168","19053",1e+05
"8169","19144",0
"8170","19401",10000
"8171","19152",75000
"8172","19134",1e+05
"8173","19125",0
"8174","19144",150000
"8175","19134",12000
"8176","19134",4000
"8177","19133",30000
"8178","19141",30000
"8179","19122",250000
"8180","19120",0
"8182","19139",0
"8184","19119",25000
"8185","19082",0
"8186","19140",10000
"8187","19140",25000
"8188","19143",50000
"8189","19145",0
"8190","19134",7500
"8191","19142",10000
"8192","19124",0
"8193","19138",75000
"8194","19134",12000
"8195","19140",0
"8197","19132",0
"8198","19153",12000
"8199","19143",3e+05
"8200","19125",5000
"8201","19111",0
"8202","19121",0
"8203","19134",12000
"8204","19120",12000
"8205","19136",15000
"8206","19120",25000
"8207","19124",50000
"8208","8081",5000
"8209","19131",5000
"8210","19121",30000
"8211","19133",5000
"8212","19125",5000
"8213","19134",0
"8214","19134",0
"8215","19134",0
"8216","19104",10000
"8217","19107",0
"8219","19144",0
"8220","19124",0
"8221","19132",10000
"8222","19139",0
"8223","19128",2500000
"8224","19123",0
"8225","19127",25000
"8226","19128",6000
"8227","19140",10000
"8228","19134",10000
"8231","19149",0
"8232","19124",10000
"8233","8103",0
"8234","19133",25000
"8235","19120",0
